county,reporting_agency,agency_full_name,ncic_number_county,ncic_number_city,ncic_number_agency,date_of_birth_mm,date_of_birth_dd,date_of_birth_yyyy,race,gender,custody_status,custody_offense,date_of_death_yyyy,date_of_death_mm,date_of_death_dd,custodial_responsibility_at_time_of_death,location_where_cause_of_death_occurred,facility_death_occured,manner_of_death,means_of_death
San Diego,State,R. J. Donovan Correctional Facility,37,01,5C,3,23,1948,White,Male,Sentenced,850,2000,3,8,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
San Joaquin,State,Deuel Vocational Institution,39,01,5C,9,4,1954,Black,Male,Sentenced,800,2000,11,17,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Sacramento,State,"California State Prison, Sacramento",34,06,5C,2,16,1956,White,Male,Sentenced,120,2000,11,29,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Solano,State,"California State Prison, Solano",48,04,5C,11,5,1934,White,Male,Sentenced,751,2000,12,1,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,12,13,1939,Black,Male,Booked - Awaiting Trial,800,2000,9,15,County Jail,Not Applicable,Local Hospital,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,2,26,1954,Black,Male,Sentenced,800,2000,12,6,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
San Francisco,Sheriff,San Francisco County Sheriff's Department,38,00,00,2,14,1953,White,Male,Booked - Awaiting Trial,510,2000,11,22,County Jail,Living,County Jail,Natural,Not Applicable
San Bernardino,State,California Institution for Men,36,01,5C,2,27,1957,Black,Male,Sentenced,800,2000,12,16,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Madera,State,Central CA Women's Facility,20,01,5C,10,21,1948,Hispanic,Female,Sentenced,800,2000,7,12,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
San Diego,State,R. J. Donovan Correctional Facility,37,01,5C,8,14,1967,Black,Male,Sentenced,220,2000,4,30,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,8,7,1966,White,Male,Sentenced,410,2000,12,11,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Imperial,State,Calipatria State Prison,13,01,5C,1,2,1916,Black,Male,Sentenced,320,2000,12,31,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
San Luis Obispo,State,California Men's Colony,40,01,5C,9,27,1941,Black,Male,Sentenced,120,2000,12,28,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,12,28,1940,Black,Male,Booked - Awaiting Trial,100,2000,12,26,County Jail,Not Applicable,County Jail,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,7,12,1970,Black,Male,Sentenced,881,2000,12,25,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Amador,State,Mule Creek State Prison,3,03,5C,12,20,1951,Black,Male,Sentenced,500,2000,12,21,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,6,15,1932,Black,Male,Sentenced,150,2000,12,18,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,2,17,1953,Hispanic,Male,Sentenced,700,2000,12,17,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Madera,State,Central CA Women's Facility,20,01,5C,12,13,1933,Other,Female,Sentenced,501,2000,12,14,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Madera,State,Central CA Women's Facility,20,01,5C,8,8,1967,White,Female,Sentenced,120,2000,12,15,CDC/CRC,Common,CDC/CRC,Natural,Not Applicable
Kern,State,Wasco State Prison,15,02,5C,1,15,1971,Other,Male,Sentenced,501,2000,12,13,CDC/CRC,Living,CDC/CRC,Homicide Willful (Other Inmate),"Hands,Feet,Fists"
Los Angeles,State,"California State Prison, Lancaster",19,10,5C,3,29,1938,White,Male,Sentenced,110,2000,12,20,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Ventura,Sheriff,Ventura County Sheriff's Department,56,00,00,10,14,1962,Hispanic,Male,Out to Court,825,2000,12,27,County Jail,Not Applicable,Local Hospital,Natural,Not Applicable
San Bernardino,State,California Institution for Men,36,01,5C,10,28,1942,Black,Male,Sentenced,800,2000,1,11,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Marin,State,San Quentin State Prison,21,01,5C,8,13,1954,Black,Male,Sentenced,0,2000,2,25,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
San Bernardino,State,California Institution for Men,36,01,5C,3,19,1957,Hispanic,Male,Sentenced,372,2000,3,18,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Kings,State,Avenal State Prison,16,01,5C,12,29,1925,White,Male,Sentenced,100,2000,12,12,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
San Bernardino,State,California Institution for Men,36,01,5C,10,26,1943,Hispanic,Male,Sentenced,800,2000,4,11,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Marin,State,San Quentin State Prison,21,01,5C,5,30,1969,White,Male,Sentenced,0,2000,4,17,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Alameda,Sheriff,Alameda County Sheriff's Department,1,00,00,10,27,1962,White,Male,Booked - Awaiting Trial,372,2000,11,29,County Jail,Not Applicable,County Jail,Natural,Not Applicable
Alameda,Sheriff,Alameda County Sheriff's Department,1,00,00,7,1,1960,Black,Male,Booked - Awaiting Trial,600,2000,4,28,County Jail,Not Applicable,Local Hospital,Natural,Not Applicable
San Bernardino,State,California Institution for Men,36,01,5C,3,6,1967,Black,Male,Sentenced,410,2000,5,7,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
San Bernardino,State,California Institution for Men,36,01,5C,5,21,1927,White,Male,Sentenced,345,2000,5,21,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
San Bernardino,State,California Institution for Men,36,01,5C,1,9,1928,Hispanic,Male,Sentenced,856,2000,5,21,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
San Luis Obispo,State,Atascadero State Hospital,40,01,5M,4,18,1920,White,Male,Sentenced,300,2000,11,10,State Hospital,Not Applicable,Local Hospital,Natural,Not Applicable
Monterey,State,Salinas Valley State Prison,27,02,5C,12,31,1977,Hispanic,Male,Sentenced,110,2000,7,14,CDC/CRC,Common,Local Hospital,Accidental,Drug Overdose
San Bernardino,State,California Institution for Men,36,01,5C,12,27,1953,Hispanic,Male,Sentenced,812,2000,8,1,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Alameda,Sheriff,Alameda County Sheriff's Department,1,00,00,1,19,1959,Black,Male,Booked - Awaiting Trial,94,2000,8,7,County Jail,Not Applicable,Local Hospital,Natural,Not Applicable
Los Angeles,State,Metropolitan State Hospital,19,01,5M,2,5,1959,White,Male,Sentenced,841,2000,8,24,State Hospital,Not Applicable,Local Hospital,Natural,Not Applicable
San Bernardino,State,California Institution for Men,36,01,5C,8,24,1930,White,Male,Sentenced,100,2000,9,12,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Lake,Sheriff,Lake County Sheriff's Department,17,00,00,11,23,1945,White,Male,Booked - Awaiting Trial,94,2000,11,16,County Jail,Not Applicable,County Jail,Natural,Not Applicable
San Bernardino,State,California Institution for Men,36,01,5C,7,23,1967,Hispanic,Male,Sentenced,372,2000,11,21,CDC/CRC,Living,CDC/CRC,Suicide,"Hanging,Strangulation"
Imperial,State,Calipatria State Prison,13,01,5C,6,15,1962,Black,Male,Sentenced,822,2000,7,11,CDC/CRC,Living,CDC/CRC,Homicide Willful (Other Inmate),"Knife,Cutting Instrument"
Sonoma,Sheriff,Sonoma County Sheriff's Department,49,00,00,4,15,1949,White,Male,Booked - Awaiting Trial,856,2000,9,28,County Jail,Not Applicable,Local Hospital,Accidental,Drug Overdose
Imperial,State,Calipatria State Prison,13,01,5C,1,8,1944,Black,Male,Sentenced,700,2000,10,4,CDC/CRC,Common,Local Hospital,Natural,Not Applicable
Imperial,State,Calipatria State Prison,13,01,5C,11,22,1956,Hispanic,Male,Sentenced,600,2000,6,12,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
Kings,State,Corcoran State Prison,16,02,5C,8,9,1953,White,Male,Sentenced,372,2000,12,27,CDC/CRC,Living,CDC/CRC,Homicide Willful (Other Inmate),"Knife,Cutting Instrument"
Kings,State,Corcoran State Prison,16,02,5C,7,5,1974,White,Male,Sentenced,840,2000,12,25,CDC/CRC,Living,CDC/CRC,Suicide,"Hanging,Strangulation"
Contra Costa,Police,Richmond Police Department,7,10,00,3,2,1956,Black,Male,Awaiting Booking,819,2000,8,26,Other,Other,Local Hospital,Accidental,Drug Overdose
San Bernardino,State,California Institution for Men,36,01,5C,9,29,1957,Hispanic,Male,Sentenced,510,2000,12,15,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
San Bernardino,State,California Institution for Men,36,01,5C,4,30,1928,Hispanic,Male,Sentenced,410,2000,10,29,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Monterey,Sheriff,Monterey County Sheriff's Department,27,00,00,11,28,1945,Hispanic,Male,Booked - Awaiting Trial,94,2000,12,10,County Jail,Living,County Jail,Natural,Not Applicable
Santa Clara,Other Local,Santa Clara Department of Corrections,43,08,3C,2,13,1963,Other Asian,Male,Booked - No Charges Filed,100,2000,7,2,County Jail,Other,Local Hospital,Homicide Justified (Law Enforcement Staff),Firearm
Monterey,State,Salinas Valley State Prison,27,02,5C,5,16,1975,Black,Male,Sentenced,300,2000,8,7,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Los Angeles,Police,Culver City Police Department,19,18,00,4,29,1963,Black,Male,Sentenced,812,2000,11,15,City Jail,Living,Local Hospital,Suicide,"Hanging,Strangulation"
Sacramento,State,Folsom State Prison,34,01,5C,3,16,1956,White,Male,Sentenced,800,2000,10,23,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Riverside,State,California Rehabilitation Center,33,01,5C,2,19,1976,White,Male,Sentenced,570,2000,11,1,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Imperial,State,Centinela State Prison,13,04,5C,1,1,1947,Vietnamese,Male,Sentenced,100,2000,6,7,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
San Bernardino,State,California Institution for Women,36,08,5C,6,3,1963,White,Female,Sentenced,800,2000,6,22,CDC/CRC,Medical Treatment,Local Hospital,Natural,Not Applicable
San Bernardino,State,California Institution for Women,36,08,5C,7,22,1937,Hispanic,Female,Sentenced,100,2000,2,3,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
San Bernardino,State,California Institution for Men,36,01,5C,7,22,1959,Black,Male,Sentenced,800,2000,10,10,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
San Bernardino,Probation,San Bernardino County Probation Department,36,01,3G,12,14,1983,Hispanic,Male,Sentenced,400,2000,10,22,Local Juvenile Facility,Living,Local Hospital,Homicide Willful (Other Inmate),"Hands,Feet,Fists"
Del Norte,Probation,Del Norte County Probation Department,8,03,3G,2,19,1985,White,Male,Sentenced,320,2000,10,9,Local Juvenile Facility,Common,Local Hospital,Natural,Not Applicable
Sacramento,State,Folsom State Prison,34,01,5C,1,6,1969,White,Male,Sentenced,825,2000,8,24,CDC/CRC,Living,CDC/CRC,Suicide,"Hanging,Strangulation"
Sacramento,State,Folsom State Prison,34,01,5C,11,27,1956,White,Male,Sentenced,120,2000,7,17,CDC/CRC,Common,CDC/CRC,Natural,Not Applicable
Alameda,Sheriff,Alameda County Sheriff's Department,1,00,00,6,18,1952,Black,Male,Booked - Awaiting Trial,802,2000,5,11,County Jail,Not Applicable,Local Hospital,Natural,Not Applicable
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,7,16,1957,Hispanic,Male,Booked - Awaiting Trial,372,2000,4,28,County Jail,Living,County Jail,Suicide,"Hanging,Strangulation"
Solano,Probation,Solano County Probation Department,48,01,3G,12,12,1984,White,Female,Booked - No Charges Filed,4,2000,5,5,Local Juvenile Facility,Booking,Local Hospital,Suicide,"Hands,Feet,Fists"
Alameda,Police,Pleasanton Police Department,1,11,00,4,23,1975,White,Male,Other,320,2000,6,11,Other,Other,Other,Homicide Justified (Law Enforcement Staff),Firearm
Kings,State,Corcoran State Prison,16,02,5C,4,4,1942,Black,Male,Sentenced,825,2000,3,5,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Kings,State,Corcoran State Prison,16,02,5C,10,31,1963,Black,Male,Sentenced,501,2000,6,30,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
Kings,State,Corcoran State Prison,16,02,5C,11,22,1962,White,Male,Sentenced,320,2000,7,9,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
Kings,State,Corcoran State Prison,16,02,5C,12,6,1968,Hispanic,Male,Sentenced,100,2000,8,26,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Tuolumne,State,Sierra Conservation Center,55,01,5C,3,10,1946,Black,Male,Sentenced,850,2000,1,12,CDC/CRC,Medical Treatment,Local Hospital,Natural,Not Applicable
Fresno,Sheriff,Fresno County Sheriff's Department,10,00,00,6,7,1955,Hispanic,Male,Booked - Awaiting Trial,830,2000,10,19,County Jail,Not Applicable,County Jail,Pending/Unknown,Not Applicable
Kern,State,Wasco State Prison,15,02,5C,3,12,1950,Black,Male,Sentenced,320,2000,10,21,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Kern,State,Wasco State Prison,15,02,5C,1,17,1961,Black,Male,Sentenced,200,2000,10,3,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Los Angeles,Police,Long Beach Police Department,19,41,00,9,5,1941,White,Male,Booked - Awaiting Trial,94,2000,2,18,City Jail,Not Applicable,Local Hospital,Accidental,Other
Alameda,Police,Oakland Police Department,1,09,00,3,5,1973,Black,Male,Other,320,2000,1,28,Other,Other,Local Hospital,Homicide Justified (Law Enforcement Staff),Firearm
Alameda,Police,Oakland Police Department,1,09,00,10,29,1959,Black,Male,Other,341,2000,4,6,Other,Other,Other,Homicide Justified (Law Enforcement Staff),Firearm
Kern,State,North Kern State Prison,15,04,5C,5,13,1943,White,Male,Sentenced,94,2000,2,8,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
Kern,State,North Kern State Prison,15,04,5C,6,25,1948,White,Male,Sentenced,841,2000,6,14,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Kern,State,North Kern State Prison,15,04,5C,1,23,1967,Black,Male,Sentenced,841,2000,3,29,CDC/CRC,Living,Local Hospital,Natural,Not Applicable
Kern,State,North Kern State Prison,15,04,5C,12,24,1948,White,Male,Sentenced,800,2000,2,27,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Kern,State,North Kern State Prison,15,04,5C,11,5,1956,White,Male,Sentenced,825,2000,7,24,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Kern,State,North Kern State Prison,15,04,5C,12,25,1970,White,Male,Sentenced,825,2000,9,10,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Kern,State,North Kern State Prison,15,04,5C,7,17,1963,Hispanic,Male,Sentenced,822,2000,10,9,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Kern,State,North Kern State Prison,15,04,5C,11,4,1957,Black,Male,Sentenced,372,2000,11,4,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Kern,State,North Kern State Prison,15,04,5C,10,28,1959,White,Male,Sentenced,825,2000,11,9,CDC/CRC,Common,Local Hospital,Natural,Not Applicable
Kern,State,North Kern State Prison,15,04,5C,3,14,1944,Black,Male,Sentenced,802,2000,12,13,CDC/CRC,Living,Local Hospital,Natural,Not Applicable
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,9,9,1970,Black,Male,Other,372,2000,9,6,Other,Other,Local Hospital,Accidental,Other
Tuolumne,State,Sierra Conservation Center,55,01,5C,7,10,1950,Black,Male,Sentenced,94,2000,7,25,CDC/CRC,Living,Local Hospital,Natural,Not Applicable
Marin,State,San Quentin State Prison,21,01,5C,9,22,1936,Black,Male,Sentenced,420,2000,8,11,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
Orange,Sheriff,Orange County Sheriff's Department,30,00,00,9,19,1969,White,Male,Booked - Awaiting Trial,400,2000,5,12,County Jail,Not Applicable,Local Hospital,Natural,Not Applicable
Orange,Sheriff,Orange County Sheriff's Department,30,00,00,11,5,1949,Hispanic,Male,Sentenced,396,2000,2,6,Other,Not Applicable,Local Hospital,Natural,Not Applicable
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,10,16,1958,Hispanic,Male,Sentenced,800,2001,2,4,County Jail,Not Applicable,Local Hospital,Natural,Not Applicable
San Luis Obispo,State,California Men's Colony,40,01,5C,7,5,1975,White,Male,Sentenced,400,2001,1,8,CDC/CRC,Living,CDC/CRC,Suicide,"Hanging,Strangulation"
San Luis Obispo,State,California Men's Colony,40,01,5C,10,24,1936,White,Male,Sentenced,120,2001,1,10,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Santa Barbara,Sheriff,Santa Barbara County Sheriff's Department,42,00,00,11,4,1949,White,Male,Sentenced,100,2001,1,11,County Jail,Living,County Jail,Natural,Not Applicable
Solano,State,"California State Prison, Solano",48,04,5C,2,23,1958,White,Male,Sentenced,110,2001,1,13,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Alameda,Sheriff,Alameda County Sheriff's Department,1,00,00,3,16,1947,Black,Male,Booked - Awaiting Trial,320,2001,1,13,County Jail,Living,County Jail,Accidental,Other
Lassen,State,High Desert State Prison,18,03,5C,7,26,1946,White,Male,Sentenced,825,2001,1,16,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Alameda,Sheriff,Alameda County Sheriff's Department,1,00,00,2,8,1951,Black,Male,Booked - Awaiting Trial,94,2001,1,18,County Jail,Living,County Jail,Natural,Not Applicable
San Luis Obispo,Sheriff,San Luis Obispo County Sheriff's Department,40,00,00,3,6,1970,White,Male,Booked - Awaiting Trial,94,2001,1,21,County Jail,Living,County Jail,Suicide,"Hanging,Strangulation"
Kings,Sheriff,Kings County Sheriff's Department,16,00,00,8,14,1945,Hispanic,Male,Booked - Awaiting Trial,610,2001,1,23,County Jail,Not Applicable,Local Hospital,Natural,Not Applicable
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,6,18,1982,Hispanic,Male,Other,250,2001,1,25,Other,Other,Local Hospital,Accidental,Other
Yuba,Sheriff,Yuba County Sheriff's Department,58,00,00,2,22,1971,White,Male,Booked - Awaiting Trial,700,2001,1,26,County Jail,Living,County Jail,Suicide,"Hanging,Strangulation"
Solano,State,California Medical Facility,48,01,5C,11,20,1965,White,Male,Sentenced,825,2001,1,28,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Santa Clara,Other Local,Santa Clara Department of Corrections,43,08,3C,2,23,1976,White,Male,Booked - Awaiting Trial,100,2001,1,29,County Jail,Not Applicable,Local Hospital,Natural,Not Applicable
San Bernardino,State,California Institution for Women,36,08,5C,11,23,1953,White,Female,Sentenced,420,2001,1,30,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Contra Costa,Sheriff,Contra Costa County Sheriff's Department,7,00,00,2,26,1982,Hispanic,Male,Booked - Awaiting Trial,812,2001,1,31,County Jail,Living,County Jail,Suicide,"Hanging,Strangulation"
Solano,State,California Medical Facility,48,01,5C,3,22,1961,White,Male,Sentenced,342,2001,1,31,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
San Diego,Sheriff,San Diego County Sheriff's Department,37,00,00,8,16,1974,Black,Male,Sentenced,821,2001,2,2,County Jail,Not Applicable,County Jail,Accidental,Not Applicable
Solano,State,California Medical Facility,48,01,5C,6,24,1960,White,Male,Sentenced,812,2001,2,3,CDC/CRC,Living,CDC/CRC,Suicide,"Hanging,Strangulation"
Los Angeles,State,"California State Prison, Lancaster",19,10,5C,8,8,1950,Other,Male,Sentenced,700,2001,2,5,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,1,4,1954,Black,Male,Sentenced,800,2001,2,6,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Santa Clara,Other Local,Santa Clara Department of Corrections,43,08,3C,3,29,1960,Hispanic,Male,Other,700,2001,2,7,County Jail,Living,Local Hospital,Suicide,"Hanging,Strangulation"
Kings,State,Corcoran State Prison,16,02,5C,12,9,1939,Hispanic,Male,Sentenced,700,2001,2,7,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
Los Angeles,State,"California State Prison, Lancaster",19,10,5C,10,19,1948,Black,Male,Sentenced,110,2001,2,7,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,4,13,1946,White,Male,Sentenced,120,2001,2,7,CDC/CRC,Medical Treatment,CDC/CRC,Natural,Not Applicable
